stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
1848,U03378,Ganesh Nagar,28.62085,77.285167,1848
1849,U03327,Shakar Pur School Block,28.6271,77.27946700000003,1849
1850,U03295,Laxmi Nagar / Shakarpur Crossing,28.62923300000001,77.27735,1850
1851,U03006,ITO Ring Road,28.629817,77.24665,1851
1852,U03007,IG Stadium,28.633633000000003,77.24665,1852
1853,U03004,Gandhi Darshan,28.636883,77.24668299999998,1853
1854,U02969,Ambedkar Stadium Terminal,28.639636,77.24375,1854
1855,U02916,Delhi Gate,28.6414,77.24046700000002,1855
1856,U01336,Punjabi Bagh Terminal,28.667917,77.13731700000002,1856
1857,U01375,New Moti Bagh B Block,28.66365,77.140683,1857
1858,U01525,Campa Cola,28.6628,77.1535,1858
1859,U01601,DCM Chemical,28.665367,77.159933,1859
1860,U01640,Zakhira,28.66800000000001,77.164283,1860
1861,U01697,Inderlok,28.6714,77.1672,1861
1862,U01834,Shastri Nagar E Block,28.671266999999997,77.176283,1862
1863,U01902,Shastri Nagar Metro Station,28.670231,77.181136,1863
1864,U01940,Subhadra Colony,28.6712,77.18405,1864
1865,U01999,Shastri Nagar A Block,28.67305,77.18646700000002,1865
1866,U02032,Gulabi Bagh,28.675,77.1883,1866
1867,U02036,Chowki No 2 / Gulabi Bagh Crossing,28.6769833333333,77.1889,1867
1868,U02136,Shakti Nagar Nangia Park,28.68035,77.19623299999998,1868
1869,U02252,Roop Nagar / Kamla Nagar,28.6842833333333,77.2023166666667,1869
1870,U02286,Banglow Road / Police Station Roop Nagar,28.684821000000003,77.203792,1870
1871,U02336,Maurice Nagar II,28.6865,77.205567,1871
1872,NS0454,Doulat Ram College,28.6882,77.2063,1872
1873,U02366,Shri Ram College,28.6891,77.2068,1873
1874,U99946,Patel Chest,28.6923,77.2083,1874
1875,U02433,Khalsa College,28.694883,77.209683,1875
1876,U02542,Lucknow Road,28.695844,77.21611899999998,1876
1877,U02586,INMAS,28.703583000000002,77.21991700000002,1877
1878,U02607,CGHC Dispensary,28.706,77.2211,1878
1879,DC3777,Balak Ram Hospital,28.707127000000003,77.22279,1879
1880,U02945,Gurudwara NanakSar,28.708917,77.24203299999998,1880
1881,U03039,Rajeev Nagar (Wazirabad Road),28.706398999999998,77.25083199999997,1881
1882,U03099S,Khajuri,28.704817,77.256617,1882
1883,U03176,Bhajanpura,28.70355,77.263367,1883
1884,U03215,Yamuna Vihar B Block,28.7033,77.2676,1884
1885,U03246,B-Block Yamuna Vihar,28.703117,77.270033,1885
1886,U03284,Yamuna Vihar Brij Puri,28.702666999999998,77.27533299999997,1886
1887,U03306,C 4 Yamuna Vihar,28.702383,77.278633,1887
1888,U03411,B R Ambedkar College (Loni Road Xing),28.7015,77.2882,1888
1889,U03458,MIG Flates Loni Road,28.70068,77.295361,1889
1890,U03478,Ashok Nagar / Meet Nagar,28.700359999999996,77.29715300000002,1890
1891,U03580,Nand Nagari Depot,28.699175,77.306063,1891
1892,U03628,Bank Colony,28.698390999999997,77.31098,1892
1893,U03677,Gagan Cinema Wazirabad Road,28.697616999999997,77.316867,1893
1894,U03749,Harsh Vihar,28.698717,77.32163299999998,1894
1896,DC3775,Jhilmil Crossing / Dilshad Garden GT Road,28.6764,77.318217,1896
1898,U00477,Rajdhani Park,28.682033,77.047567,1898
1899,U00442,Swarn Park,28.682183000000002,77.04078299999998,1899
1900,U00430,Mundka Xing,28.682267,77.035917,1900
